id,predicted_positions
181,"[1, 4, 6, 13, 19]"
182,[5]
183,"[5, 11, 23]"
184,"[5, 11, 14]"
185,"[5, 11]"
186,"[3, 6, 13]"
187,"[1, 4, 13, 16]"
188,"[10, 12]"
189,[13]
190,"[5, 12]"
191,[13]
192,"[1, 6, 16]"
193,"[1, 4, 8, 15, 16]"
194,"[5, 8, 9, 16]"
195,"[12, 15]"
196,"[5, 13]"
197,"[5, 9, 10, 17]"
198,"[1, 10, 11, 19]"
199,"[1, 4, 9]"
200,"[7, 11]"
201,"[7, 9]"
202,"[5, 11]"
203,[11]
204,"[3, 9]"
205,"[1, 4, 6, 12, 13]"
206,"[11, 14]"
207,"[1, 6, 15]"
208,"[5, 12]"
209,"[5, 13]"
210,"[3, 7, 9, 15]"
211,"[1, 4, 13]"
212,"[7, 11]"
213,"[3, 9, 12]"
214,"[5, 10]"
215,"[5, 9]"
216,"[4, 10, 20]"
217,"[4, 5, 10, 15]"
218,[8]
219,[14]
220,"[5, 12]"
221,"[9, 15]"
222,"[1, 4, 11]"
223,[7]
224,"[8, 11]"
225,"[5, 11]"
226,[9]
227,[3]
228,"[4, 11, 16]"
229,"[7, 11]"
230,"[1, 5, 12]"
231,"[5, 17]"
232,"[1, 8, 14]"
233,"[1, 4, 6, 12, 13]"
234,"[9, 12]"
235,"[4, 8, 9]"
236,"[5, 10, 11]"
237,[]
238,"[3, 9, 10]"
239,"[1, 4, 7, 9]"
240,"[5, 7, 10]"
241,"[3, 12]"
242,"[5, 7, 14]"
243,"[5, 11]"
244,[9]
245,"[4, 11]"
246,"[8, 10, 12]"
247,"[1, 4, 12, 13]"
248,[9]
249,"[5, 11, 12]"
250,"[10, 14]"
251,"[6, 11]"
252,"[6, 11]"
253,[16]
254,"[8, 9]"
255,[9]
256,[9]
257,"[1, 4, 11, 13]"
258,"[5, 12]"
259,"[4, 8, 13]"
260,"[5, 19]"
261,[14]
262,"[3, 10]"
263,"[1, 4, 9]"
264,"[9, 12, 16]"
265,"[11, 13]"
266,"[5, 10]"
267,"[10, 12]"
268,"[3, 4]"
269,"[4, 7]"
270,[11]
271,[9]
272,"[5, 9, 12]"
273,[7]
274,"[1, 7, 10, 13]"
275,"[4, 5]"
276,"[5, 7]"
277,"[9, 12]"
278,[5]
279,"[1, 13]"
280,"[1, 4, 5, 6, 12, 14]"
281,"[7, 10]"
282,[11]
283,"[5, 16]"
284,[14]
285,[9]
286,"[1, 7, 13]"
287,[12]
288,"[1, 13, 15]"
289,"[5, 11, 13]"
290,"[5, 13]"
291,"[3, 10]"
292,"[4, 8]"
293,"[9, 14]"
294,"[5, 10, 12]"
295,[]
296,"[4, 8]"
297,"[1, 4, 9, 10]"
298,[9]
299,"[9, 21]"
300,"[10, 11]"
301,[5]
302,"[3, 10]"
303,"[4, 12]"
304,"[7, 8]"
305,"[3, 6, 13]"
306,"[5, 11]"
307,[14]
308,"[1, 13, 15]"
309,"[1, 4, 8]"
310,"[5, 12]"
311,"[9, 11]"
312,"[5, 12]"
313,"[5, 11]"
314,"[8, 12]"
315,"[4, 10, 13]"
316,[9]
317,"[3, 9, 10]"
318,"[5, 12]"
319,"[8, 10]"
320,"[1, 4, 7, 11, 14]"
321,"[13, 15, 16]"
322,[9]
323,"[5, 11]"
324,[9]
325,"[1, 4, 8]"
326,"[7, 16]"
327,[9]
328,[5]
329,"[9, 12]"
330,"[3, 10]"
331,"[1, 13, 17]"
332,"[5, 11]"
333,"[5, 14]"
334,[9]
335,"[10, 14]"
336,"[4, 13]"
337,[]
338,[4]
339,"[9, 23]"
340,"[11, 20, 28]"
341,"[1, 7]"
342,[9]
343,"[6, 10]"
344,"[6, 9, 17]"
345,"[2, 4, 7, 9, 20, 23]"
346,"[5, 9, 13]"
347,"[3, 11, 12, 19]"
348,"[7, 9, 11]"
349,"[6, 18]"
350,"[8, 17, 18]"
351,"[5, 7, 19]"
352,"[4, 10]"
353,"[1, 13, 19]"
354,"[4, 12]"
355,"[5, 11, 12, 20]"
356,"[5, 7, 13]"
357,"[1, 8, 10]"
358,"[7, 8, 10, 18]"
359,[9]
360,[10]
361,"[4, 12, 19]"
362,"[1, 6, 14]"
363,"[9, 12, 15]"
364,"[5, 10, 16]"
365,"[3, 10, 19, 23]"
366,[8]
367,"[7, 12]"
368,"[11, 12]"
369,"[6, 16, 18]"
370,"[9, 19]"
371,"[6, 13, 20]"
372,"[7, 10]"
373,"[6, 14, 19]"
374,"[6, 10]"
375,"[15, 17]"
376,"[8, 15]"
377,"[6, 11]"
378,"[1, 10]"
379,"[11, 12]"
380,"[5, 13, 16]"
381,[6]
382,"[9, 10, 11]"
383,"[1, 4, 7, 11]"
384,"[4, 12]"
385,"[2, 6, 7, 15, 21, 24]"
386,"[5, 6, 11]"
387,"[11, 13]"
388,"[6, 7, 12]"
389,"[4, 10]"
390,"[1, 13, 15]"
391,"[4, 12, 14]"
392,"[8, 11]"
393,[6]
394,"[5, 11]"
395,"[6, 17]"
396,"[6, 10]"
397,[10]
398,"[5, 11]"
399,[12]
400,"[6, 10, 16]"
401,"[4, 10]"
402,"[6, 7, 12]"
403,[4]
404,"[4, 14, 17]"
405,"[3, 10, 13]"
406,[]
407,"[7, 15]"
408,[12]
409,"[6, 7, 12]"
410,"[5, 7]"
411,"[6, 11]"
412,[5]
413,"[8, 17]"
414,"[4, 10, 19]"
415,"[6, 16]"
416,"[11, 14]"
417,"[6, 13, 14]"
418,"[5, 11]"
419,"[2, 4, 7]"
420,"[4, 12]"
421,"[4, 12, 14]"
422,"[1, 10, 15]"
423,[6]
424,[14]
425,"[7, 8, 11]"
426,"[1, 4, 8, 10]"
427,"[6, 15]"
428,"[5, 8]"
429,[10]
430,"[8, 14, 17]"
431,"[6, 12, 17, 21]"
432,"[3, 8, 13, 19]"
433,"[9, 11, 15, 16]"
434,"[8, 13, 22, 23]"
435,"[5, 12, 18, 19]"
436,"[1, 4, 6, 16, 22, 28, 29, 32]"
437,"[5, 13, 18, 24]"
438,"[9, 16, 24, 26, 31]"
439,"[5, 11, 16, 20]"
440,"[4, 11, 17, 20, 22]"
441,"[6, 12, 23]"
442,"[11, 13, 17]"
443,"[1, 10]"
444,[12]
445,"[2, 11, 12]"
446,"[2, 9, 11]"
447,"[10, 11, 13, 15, 18]"
448,"[4, 8, 11, 15, 16]"
449,[7]
450,"[8, 13]"
451,"[4, 9, 15]"
452,"[3, 8, 15, 16]"
453,"[3, 10, 13, 14]"
454,"[2, 10]"
455,[8]
456,"[2, 8, 11]"
457,"[9, 14, 23]"
458,"[5, 6, 18, 22]"
459,"[4, 11, 13, 16, 19]"
460,"[5, 20]"
461,[6]
462,"[1, 6, 12]"
463,"[6, 7, 10, 15]"
464,"[6, 8]"
465,"[1, 4, 9]"
466,"[4, 15]"
467,"[11, 14, 15, 21, 24, 25]"
468,"[11, 13, 20]"
469,"[6, 11, 20]"
470,"[3, 5, 8, 16, 25]"
471,"[9, 16]"
472,"[7, 8]"
473,[11]
474,"[1, 5, 22]"
475,"[3, 13]"
476,"[3, 12, 20]"
477,"[1, 10, 13, 17]"
478,"[6, 10, 19]"
479,"[6, 11]"
480,"[1, 10, 12, 15]"
481,"[8, 9, 14, 16, 19]"
482,"[7, 13, 14, 20]"
483,"[5, 6]"
484,"[1, 12]"
485,"[7, 14, 15, 23]"
486,"[4, 7, 8, 18, 27, 28, 29]"
487,"[1, 6, 11, 12, 17, 20, 26, 27, 32]"
488,"[4, 9, 13, 20, 29]"
489,"[1, 6, 11, 17, 18, 24]"
490,"[6, 9, 10, 16]"
491,"[9, 15]"
492,"[1, 7, 17, 20, 24]"
493,"[4, 12, 19]"
494,"[5, 11]"
495,"[7, 18, 21, 23]"
496,"[4, 10, 13, 19, 22]"
497,"[5, 8, 14]"
498,"[6, 7, 16, 17]"
499,"[5, 12]"
500,"[3, 11, 16, 17, 18]"
501,"[3, 11, 13, 15, 21, 27, 28]"
502,"[1, 2, 8, 16, 25]"
503,"[5, 12, 17, 24, 25]"
504,"[7, 12]"
505,"[3, 6, 14]"
506,"[2, 9, 14, 15]"
507,"[1, 4, 9, 13]"
508,[6]
509,"[6, 7, 11]"
510,"[6, 7, 13, 14, 16]"
511,"[3, 9]"
512,"[7, 16]"
513,"[4, 11, 16]"
514,"[4, 12]"
515,"[6, 9, 14, 15]"
516,[6]
517,"[6, 11, 16]"
518,"[6, 7, 11]"
519,"[6, 12, 13, 15, 18]"
520,"[6, 8, 15]"
521,"[7, 12, 15]"
522,"[7, 12, 15]"
523,"[7, 9, 11, 17]"
524,"[8, 10, 17]"
525,"[1, 10, 11, 16, 21]"
526,"[1, 6, 11, 17, 21]"
527,"[3, 9, 12, 13]"
528,"[6, 9]"
529,"[3, 12]"
530,"[6, 17, 23]"
531,"[6, 12, 18, 19, 26, 27]"
532,"[5, 7, 13, 19]"
533,"[6, 12, 17, 19, 25]"
534,"[3, 9]"
535,"[3, 9]"
536,"[8, 10, 17]"
537,"[1, 10, 11, 16, 22]"
538,"[6, 10, 17, 22, 27]"
539,[7]
540,[6]
541,[11]
542,"[3, 11]"
543,"[8, 11]"
544,"[1, 6, 9]"
545,"[2, 4, 9]"
546,"[2, 8, 10]"
547,"[9, 10, 17]"
548,"[8, 17]"
549,"[2, 7]"
550,[6]
551,"[1, 8]"
552,"[2, 8, 10]"
553,[7]
554,[8]
555,"[1, 5, 6, 12, 13, 18, 20, 24, 30]"
556,"[4, 5, 7, 9, 14, 22]"
557,"[1, 6, 8, 12, 20, 25, 26]"
558,"[10, 11, 13, 27]"
559,"[2, 6, 10, 11, 18, 23]"
560,"[6, 9, 11, 14, 16, 23, 34]"
561,"[6, 8, 15, 16, 27]"
562,"[4, 12, 21, 26, 30]"
563,"[1, 6, 8, 13, 17, 26]"
564,"[1, 6, 8, 13, 19, 22]"
565,"[4, 10, 16, 22, 24]"
566,"[4, 9, 10, 12, 19]"
567,"[9, 12, 13, 21]"
568,"[4, 11, 16, 20]"
569,"[4, 11, 18, 26, 34]"
570,"[6, 8, 18]"
571,"[6, 11, 18, 23]"
572,"[6, 15, 20, 26]"
573,"[4, 11, 14, 23, 24]"
574,"[4, 10, 14, 27]"
575,"[5, 9, 12, 17, 22, 28]"
576,"[2, 4, 10, 12, 18, 21]"
577,"[3, 10, 13, 19, 21]"
578,"[5, 11, 17, 22]"
579,"[6, 11, 22, 23, 29]"
580,"[4, 11, 16, 20]"
581,"[5, 11, 12]"
582,"[5, 13]"
583,"[3, 13, 14]"
584,[2]
585,"[1, 7, 11, 17]"
586,[11]
587,"[5, 14]"
588,[5]
589,[]
590,"[6, 7, 10]"
591,[9]
592,[6]
593,[]
594,"[2, 4]"
595,[8]
596,[]
597,"[8, 13, 20]"
598,"[9, 14]"
599,"[2, 10, 14]"
600,[6]
601,"[6, 11, 12, 14]"
602,"[7, 13, 14, 18]"
603,"[9, 14, 16]"
604,"[3, 6]"
605,[5]
606,[5]
607,"[3, 5, 9, 12, 20, 21, 28]"
608,"[5, 13, 18, 21, 29]"
609,[7]
610,"[5, 8, 12, 13, 20]"
611,"[4, 8]"
612,"[2, 5, 12, 13, 25, 31]"
613,"[1, 4, 9, 10, 16, 25]"
614,"[6, 8]"
615,"[10, 11]"
616,[6]
617,[1]
618,"[6, 8]"
619,"[6, 8]"
620,"[1, 4, 12]"
621,[2]
622,"[2, 8, 10]"
623,"[2, 8, 10, 19]"
624,"[7, 14, 21]"
625,[9]
626,"[6, 7, 12]"
627,"[6, 10, 13, 16, 18]"
628,[9]
629,"[7, 9]"
630,[]
631,"[6, 8]"
632,[]
633,"[5, 6, 12, 15]"
634,[]
635,"[1, 7, 11]"
636,[1]
637,[4]
638,"[1, 10]"
639,"[4, 11]"
640,"[14, 17]"
641,"[8, 13, 14, 15, 17]"
642,"[6, 11, 16]"
643,"[2, 6, 10, 17]"
644,"[5, 7, 11]"
645,"[1, 3, 10, 18, 21, 28]"
646,"[1, 3, 10, 18, 26, 27]"
647,"[5, 9, 15, 19, 23, 25]"
648,"[2, 3, 11, 14, 18, 19, 23, 25, 30, 34]"
649,"[5, 10, 15, 16, 17, 21]"
650,"[5, 9, 18, 23, 27, 33]"
651,"[1, 6, 13, 19, 20]"
652,"[2, 9, 11, 23, 24, 32]"
653,"[1, 7, 14, 15, 19, 21]"
654,"[6, 12, 18, 22, 23, 30]"
655,"[1, 6, 16, 22, 32, 33]"
656,"[2, 8, 15, 23, 27]"
657,"[11, 12, 19, 21, 27, 29]"
658,"[4, 5, 12, 17, 21, 22, 29]"
659,"[2, 14, 16, 19, 22, 26, 33]"
660,"[5, 8, 14, 15, 16, 22, 32]"
661,"[1, 10, 11, 17]"
662,"[5, 8, 15, 21]"
663,"[5, 9, 11, 17, 18, 19, 24]"
664,"[4, 13, 14, 24, 27]"
665,"[3, 7, 11, 16]"
666,"[1, 8, 12, 23, 24]"
667,"[4, 16, 20, 24, 27]"
668,"[1, 9, 10]"
669,"[1, 9, 13]"
670,"[7, 9, 14, 15, 24, 30, 36]"
671,"[7, 15, 16, 23, 25, 31, 33]"
672,"[4, 14, 15, 23, 26, 30]"
673,"[6, 9, 17, 23, 26, 28, 33, 38]"
674,"[4, 7, 15, 18, 20, 22]"
675,"[2, 6, 12, 13, 18, 24, 28]"
676,"[6, 9, 15, 20, 21, 24, 34]"
677,"[6, 13, 14, 21, 29]"
678,"[3, 9, 13, 16, 20, 24, 29]"
679,"[4, 13, 14, 18, 24, 25, 30]"
680,"[4, 8]"
681,"[7, 9, 14, 15, 24, 30, 36]"
682,"[7, 13, 18, 20, 27, 28]"
683,"[5, 10, 17, 21, 26, 27, 34, 35]"
684,"[5, 11, 16, 23, 26, 29]"
685,[4]
686,"[5, 11, 20]"
687,"[6, 14, 20, 21, 24]"
688,"[2, 7, 8, 13, 15]"
689,"[1, 3, 9, 17, 21]"
690,"[2, 10, 11, 13]"
691,[5]
692,"[2, 7, 12]"
693,"[6, 11]"
694,"[2, 7, 17, 19]"
695,[9]
696,"[2, 6, 8, 14, 19]"
697,"[7, 8]"
698,"[1, 4, 6, 13]"
699,[10]
700,"[4, 7, 11]"
701,"[3, 9]"
702,"[2, 10, 16]"
703,"[7, 13, 20]"
704,"[2, 5, 13, 15, 20]"
705,"[6, 9, 16, 19, 26]"
706,"[1, 4, 7, 11, 12]"
707,"[3, 6, 8, 11]"
708,"[2, 5, 7, 9]"
709,"[6, 7]"
710,[7]
711,[8]
712,"[6, 11]"
713,"[2, 10]"
714,"[3, 11, 18]"
715,"[3, 11, 13]"
716,"[5, 8, 17, 22, 23]"
717,"[2, 10, 17]"
718,[]
719,[8]
720,"[1, 6, 8]"
721,"[6, 8]"
722,[8]
723,"[4, 9]"
724,[5]
725,"[8, 9]"
726,[10]
727,"[6, 11, 17]"
728,"[8, 13, 14, 20]"
729,"[3, 12, 13, 14, 15, 21]"
730,"[6, 11, 12, 17, 19]"
731,"[1, 4, 11, 14, 20]"
732,"[7, 15]"
733,"[7, 12, 14, 22]"
734,"[2, 11, 15]"
735,"[5, 12, 13, 20, 21]"
736,"[2, 6, 9, 14, 16]"
737,"[1, 10, 15]"
738,"[4, 6, 12, 20]"
739,"[11, 12]"
740,"[12, 19]"
741,"[6, 7, 11, 19]"
742,"[2, 7, 10, 15, 24]"
743,"[6, 12, 15, 17, 28]"
744,"[8, 12, 14, 15, 22, 23, 29]"
745,"[1, 9, 12, 14]"
746,"[9, 17, 22, 27]"
747,"[2, 9, 19]"
748,"[5, 13, 17, 21]"
749,"[4, 8, 9, 20, 23]"
750,"[2, 9, 16, 25, 31]"
751,"[4, 8, 9, 11, 19, 20]"
752,"[4, 13, 18, 24, 25, 29]"
753,"[6, 12, 15, 17, 22]"
754,"[7, 13, 21, 30, 31]"
755,"[2, 6, 12]"
756,"[1, 7, 9, 18, 19, 24, 29]"
757,"[2, 7, 11, 14, 19, 23, 29, 34, 35]"
758,"[6, 12, 15, 16, 21, 26, 29, 31]"
759,"[2, 7, 9, 14, 15, 19, 23, 30, 35]"
760,"[9, 12, 14, 19, 23]"
761,"[6, 8, 9, 14, 21, 32]"
762,"[1, 15, 20, 23, 24, 30, 35, 36]"
763,[7]
764,"[1, 14, 15, 16]"
765,"[1, 7, 8]"
766,"[9, 15, 16, 21, 27]"
767,"[4, 22, 25]"
768,"[8, 12, 18, 19, 24, 32, 39, 41]"
769,"[5, 11, 20, 22, 28, 32, 38]"
770,"[2, 4, 9, 10, 15, 23, 26, 27, 32, 36]"
771,"[3, 13, 14, 15, 21, 24, 25, 33, 38]"
772,"[1, 9, 14]"
773,"[1, 14, 15, 16, 22]"
774,"[1, 7, 8]"
775,"[1, 11, 15, 20]"
776,"[2, 3, 6, 11, 17, 20]"
777,"[2, 7, 15, 19]"
778,"[5, 7, 18]"
779,"[3, 4, 9, 11, 22]"
780,"[2, 6, 12, 21]"
781,"[6, 8, 13, 16, 18, 22]"
782,"[3, 10, 13, 20, 29]"
783,"[1, 7]"
784,"[4, 5, 12, 13, 14, 19, 20, 28, 36]"
785,"[9, 17, 22, 32, 38, 46, 49]"
786,"[1, 6, 12, 18, 25]"
787,"[6, 8, 16, 24, 25, 27]"
788,"[11, 15, 23, 25]"
789,"[1, 6, 14, 20, 28]"
790,"[3, 8, 14]"
791,"[6, 8]"
792,"[1, 7, 11, 17, 20, 25]"
793,"[7, 10]"
794,"[4, 7, 9, 14, 19]"
795,"[7, 12, 21]"
796,"[6, 7, 16, 17, 23, 25, 31]"
797,"[1, 7, 10, 18, 24, 30, 31]"
798,"[3, 14, 20]"
799,"[10, 15, 20, 21, 24]"
800,"[2, 7, 15, 21, 26]"
801,"[11, 19, 20, 28]"
802,"[2, 5, 10, 13, 15, 23]"
803,"[9, 15, 16, 23]"
804,"[8, 11, 13, 21, 25]"
805,"[7, 13, 17, 20, 27]"
806,"[4, 8, 13, 14, 19, 23, 29]"
807,"[7, 8, 13, 19, 26]"
808,"[6, 13, 16, 24]"
809,"[1, 4, 7, 14, 17, 26, 29]"
810,"[6, 13, 23]"
811,"[8, 10, 15, 23, 24]"
812,"[4, 11, 21, 23]"
813,"[14, 15, 18, 24]"
814,"[9, 16, 17, 26]"
815,"[3, 7, 16, 19]"
816,"[5, 14, 20, 24]"
817,"[1, 12, 17, 18, 27]"
818,"[5, 8, 12, 20]"
819,"[6, 8, 15, 21]"
820,"[6, 12, 22]"
821,"[9, 16, 18, 21, 26, 27, 31]"
822,"[8, 9, 12, 18, 23, 24]"
823,"[3, 9, 13, 18, 25, 27]"
824,"[8, 16, 23]"
825,"[6, 7, 13, 20, 21]"
826,"[1, 12, 20, 23]"
827,"[6, 15, 22]"
828,"[15, 22]"
829,"[1, 11, 13, 19]"
830,"[3, 10, 11, 19, 26]"
831,"[1, 11]"
832,"[6, 13, 15]"
833,"[6, 8, 12, 18]"
834,"[1, 4, 5, 9, 18]"
835,"[3, 5, 13, 20]"
836,"[1, 8, 15, 20]"
837,"[3, 9, 17, 20, 26]"
838,"[8, 16]"
839,"[7, 10, 14, 15, 18]"
840,"[1, 9, 12, 17, 24]"
841,"[5, 21]"
842,"[9, 14, 15]"
843,"[1, 6, 11, 12, 17, 18, 21]"
844,[1]
845,"[1, 5, 9, 16, 18]"
846,"[2, 9, 11]"
847,"[9, 11]"
848,"[1, 8, 15, 21]"
849,"[2, 6, 14, 23]"
850,"[9, 15, 16, 21, 23]"
851,"[4, 12, 19, 20]"
852,"[5, 7, 15, 19]"
853,"[2, 8, 13, 20]"
854,"[7, 10, 14, 15, 18]"
855,"[10, 18, 19, 26, 28]"
856,"[1, 2, 14, 16, 21]"
857,"[8, 19, 24, 25, 29, 30]"
858,"[1, 7, 18, 20, 24]"
859,"[7, 12, 19, 23, 26, 28]"
860,"[4, 7, 9, 16, 20, 23, 25]"
861,"[9, 17, 23, 29]"
862,"[4, 6, 12]"
863,"[4, 6, 12]"
864,"[2, 9, 10, 15, 21, 23]"
865,"[6, 11, 13, 20, 27, 31]"
866,"[3, 6, 11, 19, 28]"
867,"[3, 11, 14, 17, 27]"
868,"[6, 15, 21]"
869,"[5, 6, 16, 17, 22, 29]"
870,"[2, 3, 8, 19, 20, 26, 28]"
871,"[1, 7, 12, 21, 28, 37, 38]"
872,"[4, 5, 9]"
873,"[1, 4, 12]"
874,[11]
875,"[6, 7, 11]"
876,"[1, 7]"
877,[5]
878,[9]
879,[8]
880,"[2, 5, 11]"
881,[7]
882,"[6, 12]"
883,[9]
884,[5]
885,"[2, 6, 7, 11]"
886,"[11, 12]"
887,"[6, 12, 13, 15]"
888,"[1, 4, 10]"
889,"[1, 9]"
890,"[2, 4, 10, 12, 16]"
891,"[1, 4, 9, 10, 14]"
892,"[1, 6, 7, 12]"
893,[6]
894,"[2, 8]"
895,"[6, 11]"
896,"[7, 8]"
897,"[7, 12]"
898,"[6, 12]"
899,"[3, 11]"
900,"[7, 9]"
901,"[2, 6]"
902,"[1, 11]"
903,"[8, 12, 16, 21]"
904,"[1, 9, 12, 16]"
905,"[6, 11, 13, 17, 21]"
906,"[8, 16, 18]"
907,"[2, 12, 15, 17]"
908,"[2, 8, 14, 17, 19, 24, 28]"
909,"[9, 12, 14, 21]"
910,"[8, 15, 18]"
911,"[8, 10]"
912,"[1, 5, 10, 19, 29]"
913,"[1, 14, 15, 24]"
914,"[6, 13, 19]"
915,"[1, 7, 14, 19, 28]"
916,"[5, 7, 13, 16, 18, 23, 27]"
917,"[4, 12, 13, 20]"
918,"[6, 8, 15, 16, 20, 24]"
919,"[7, 11, 12, 14, 18, 22]"
920,"[6, 13, 14, 20, 23]"
921,"[3, 14, 21]"
922,"[3, 5, 10, 13, 15, 19, 22, 28]"
923,"[2, 6, 9, 15]"
924,"[5, 7, 12, 13, 19]"
925,"[12, 17, 21]"
926,"[5, 7, 13, 18, 20, 25]"
927,"[3, 12, 13]"
928,"[7, 14, 21]"
929,"[9, 12, 13, 19, 20]"
930,"[6, 13, 14, 21]"
931,"[6, 8, 13, 16, 18]"
932,"[1, 7, 17, 22, 27]"
933,"[2, 8, 14, 21]"
934,"[1, 14, 21]"
935,"[7, 15, 17, 20]"
936,"[8, 16, 25]"
937,"[1, 5, 14, 20, 24]"
938,"[5, 15, 21]"
939,"[5, 16, 21]"
940,"[6, 12, 14, 19]"
941,"[9, 10, 15]"
942,"[8, 17]"
943,"[6, 13, 22]"
944,"[9, 11, 16]"
945,"[9, 14, 28, 29]"
946,"[4, 6, 14]"
947,"[3, 13, 21]"
948,"[7, 8, 15, 16, 20, 27]"
949,"[2, 10, 11, 15]"
950,"[2, 10, 11, 15]"
951,"[7, 8, 10, 16, 23, 24]"
952,"[1, 5, 8, 16, 18, 19, 21]"
953,"[6, 11]"
954,"[1, 7, 9, 20, 24]"
955,"[1, 8, 16, 17]"
956,"[6, 14, 15]"
957,"[9, 10, 14, 20, 25, 29, 30]"
958,"[4, 12]"
959,"[5, 8, 13, 20]"
960,"[2, 10, 12]"
961,"[6, 11]"
962,"[2, 4, 10, 15]"
963,"[2, 4, 10, 15]"
964,"[6, 11, 20]"
965,"[6, 14, 15, 21, 24]"
966,"[6, 11, 20]"
967,"[11, 20]"
968,"[3, 7, 11, 16, 19, 25]"
